run_id,program_name,eval_name,test_accuracy,models,methods,n_methods,uses_training,summary,used_dinov2,used_clip,prompt_tokens,completion_tokens,total_tokens,llm_cost,backbone_bucket,methods_canonical,n_methods_canonical
0132_4fae885a,program_step0132_4fae885a.py,eval_step0132_4fae885a.json,0.6218085106382979,"['DINOv2', 'MLP']","['heterogeneous teacher ensemble', 'class-specialist reliability weighting', 'shrinkage-LDA projection', 'semi-supervised soft targets', 'KL distillation', 'label-smoothed CE', 'confidence-weighted pseudo-label CE', 'kNN propagation', 'cosine prototype teacher', 'ridge regression teacher', 'diagonal Gaussian teacher']",11,yes,"This program implements a semi-supervised learning framework that enhances a strong pipeline by introducing a heterogeneous teacher ensemble with class-specialist reliability weighting. It utilizes frozen DINOv2 features for projection and combines predictions from multiple teacher models to improve classification accuracy in tiny-data settings. The training process includes label smoothing, knowledge distillation, and confidence-weighted pseudo-labeling, along with kNN propagation for refining predictions on unlabeled data.",True,False,9441,187,9628,0.011207900000000002,DINOv2 only,"['class specialist reliability weighting', 'consistency weighted pseudo label', 'diagonal gaussian teacher', 'heterogeneous teacher ensemble', 'label propagation / graph methods', 'label smoothing', 'prototype teacher', 'ridge regression teacher', 'semi supervised soft targets', 'shrinkage lda', 'student distillation']",11
0133_4b896c6c,program_step0133_4b896c6c.py,eval_step0133_4b896c6c.json,0.6430851063829788,"['DINOv2', 'MLP']","['frozen backbone', 'shrinkage-LDA', 'pseudo-labeling', 'mixture of prototypes', 'consistency regularization', 'Gaussian head', 'memory bank', 'multi-view augmentation']",8,yes,"The program implements a semi-supervised learning framework that enhances classification performance by utilizing a class-wise mixture of prototypes for multi-modal texture classes. It employs a frozen DINOv2 backbone to extract features and applies a series of training strategies including pseudo-labeling, consistency objectives, and a mixture head to improve model robustness. The approach focuses on leveraging both labeled and unlabeled data effectively while maintaining a compact student model for inference.",True,False,12155,159,12314,0.0140701,DINOv2 only,"['consistency regularization', 'frozen backbone', 'gaussian head', 'memory bank', 'mixture of prototypes', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda']",8
0137_b98d2690,program_step0137_b98d2690.py,eval_step0137_b98d2690.json,0.6430851063829788,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency training', 'multi-view augmentation', 'Gaussian process', 'residual adapter head']",6,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency training, and multi-view augmentation to enhance model performance with limited labeled data. Additionally, it incorporates Gaussian processes and residual adapter heads to improve the robustness and accuracy of predictions.",True,False,12214,133,12347,0.014020600000000001,DINOv2 only,"['consistency regularization', 'gaussian process', 'multi view augmentation', 'pseudo-labeling', 'residual adapter head', 'semi-supervised learning']",6
0139_84b4cc9d,program_step0139_84b4cc9d.py,eval_step0139_84b4cc9d.json,0.6436170212765957,"['ViT', 'StudentNet']","['semi-supervised learning', 'consistency regularization', 'pseudo-labeling', 'multi-view augmentation', 'knowledge distillation', 'Gaussian mixture modeling', 'prototype-based refinement']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a custom StudentNet for classification tasks. It employs various techniques such as consistency regularization, pseudo-labeling, and knowledge distillation to enhance model performance with limited labeled data. The framework also incorporates multi-view augmentations and Gaussian mixture modeling for improved feature representation and classification accuracy.",True,False,11234,142,11376,0.0129822,DINOv2 only,"['consistency regularization', 'gaussian mixture modeling', 'multi view augmentation', 'prototype methods', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0140_cf729d79,program_step0140_cf729d79.py,eval_step0140_cf729d79.json,0.6356382978723404,"['DINOv2', 'MLP']","['prototype-residual decomposition', 'residual-matching distillation', 'shrinkage-LDA projection', 'graph-smoothed posteriors', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head fitting', 'shared residual dictionary']",9,yes,"The program implements a semi-supervised learning framework that enhances texture recognition by utilizing a frozen DINOv2 backbone and a student model. It introduces a novel prototype-residual decomposition method to address class centroid rigidity by fitting shared residual atoms. The approach leverages reliable pseudo-labels and incorporates various training strategies, including consistency objectives and Gaussian modeling, to improve classification performance with limited labeled data.",True,False,12371,177,12548,0.014386900000000001,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'graph smoothed posteriors', 'multi view augmentation', 'prototype conditioned residual adapter', 'pseudo-labeling', 'residual matching distillation', 'shared residual dictionary', 'shrinkage lda']",9
0141_c2183cde,program_step0141_c2183cde.py,eval_step0141_c2183cde.json,0.6531914893617021,"['DINOv2', 'ViT']","['multi-view', 'shrinkage-LDA', 'prototype-teacher', 'graph-blended student', 'pseudo-labeling', 'consistency objectives', 'Gaussian classification', 'residual correction']",8,yes,"The program implements a semi-supervised learning pipeline that enhances classification performance by adding a prototype-residual nearest-class correction head on top of a frozen DINOv2 backbone. It utilizes multi-view training, shrinkage-LDA for feature projection, and a graph-based blending of teacher-student models. The approach focuses on addressing class confusion in texture recognition by modeling residual patterns and leveraging pseudo-labels from unlabeled data, while maintaining a low runtime with a compact memory bank.",True,False,11984,168,12152,0.013921600000000001,DINOv2 only,"['consistency / multi-view', 'gaussian classifier', 'graph blended student', 'multi view', 'prototype teacher', 'pseudo-labeling', 'residual correction', 'shrinkage lda']",8
0142_8ff5d684,program_step0142_8ff5d684.py,eval_step0142_8ff5d684.json,0.6377659574468085,"['DINOv2', 'ViT']","['class-aware optimal transport', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'Gaussian head', 'atom head', 'shrinkage-LDA', 'student-teacher distillation']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-aware optimal transport prototype head. It utilizes a combination of labeled and pseudo-labeled data to create a robust multi-modal representation for texture recognition. The training process involves student-teacher distillation, consistency objectives, and the construction of a compact set of learned atoms for each class to improve classification accuracy.",True,False,11056,156,11212,0.012848000000000002,DINOv2 only,"['atom head', 'class balanced optimal transport', 'consistency / multi-view', 'gaussian head', 'multi view training', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",8
0144_48ed4579,program_step0144_48ed4579.py,eval_step0144_48ed4579.json,0.6505319148936171,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'relational learning', 'knowledge distillation']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and multi-view augmentation to enhance model performance on labeled and unlabeled data. The framework also incorporates Gaussian processes and relational learning to improve classification accuracy and robustness. The model is designed to handle both labeled and unlabeled datasets effectively.",True,False,12658,152,12810,0.014592600000000002,DINOv2 only,"['consistency regularization', 'gaussian process', 'metric learning', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0145_6cb1eec2,program_step0145_6cb1eec2.py,eval_step0145_6cb1eec2.json,0.648936170212766,"['DINOv2', 'ViT']","['frozen-feature pipeline', 'soft assignment distillation', 'pseudo-labeling', 'consistency objectives', 'k-means clustering', 'Gaussian mixture modeling', 'multi-view training', 'student-teacher training']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using unlabeled cluster latent prototypes with soft assignment distillation. It leverages a DINOv2 backbone and employs various training strategies, including pseudo-labeling and consistency objectives, to improve classification performance with limited labeled data. The approach models each semantic class as a mixture of latent texture modes, allowing for better representation of complex visual categories.",True,False,11808,159,11967,0.013688400000000002,DINOv2 only,"['consistency / multi-view', 'frozen features', 'gaussian mixture modeling', 'k means clustering', 'multi view training', 'pseudo-labeling', 'soft assignments', 'student teacher training']",8
0146_f6fef606,program_step0146_f6fef606.py,eval_step0146_f6fef606.json,0.6473404255319148,"['ViT', 'StudentNet', 'RelationHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'LDA', 'cross-entropy loss', 'KL divergence', 'memory bank', 'relation learning']",11,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance learning from both labeled and unlabeled data. The model is trained to classify images while leveraging multi-view augmentations and a relation head for improved performance. Additionally, it incorporates a Gaussian process for uncertainty estimation and a memory bank for retrieval-based predictions.",True,False,11768,183,11951,0.013750000000000002,DINOv2 only,"['consistency regularization', 'cross entropy loss', 'gaussian process', 'kl divergence', 'lda', 'memory bank', 'metric learning', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",11
0147_e293b666,program_step0147_e293b666.py,eval_step0147_e293b666.json,0.6446808510638298,"['DINOv2', 'ViT']","['frozen backbone', 'multi-view extraction', 'shrinkage-LDA projection', 'prototype teacher', 'graph posterior blending', 'student distillation', 'class-transport estimation', 'pseudo-labeling', 'consistency objectives', 'data augmentation', 'Gaussian head fitting', 'memory bank retrieval']",12,yes,The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-token transport smoothing head. It utilizes multi-view extraction and shrinkage-LDA projection to refine class prototypes and employs a student-teacher model for distillation. The method focuses on leveraging unlabeled data through class confusion transport matrices to improve classification accuracy while maintaining data efficiency.,True,False,11632,169,11801,0.013538800000000002,DINOv2 only,"['class prior estimation', 'consistency / multi-view', 'frozen backbone', 'gaussian head', 'graph posterior blending', 'memory bank retrieval', 'multi view augmentation', 'prototype teacher', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",11
0150_fbc4e72c,program_step0150_fbc4e72c.py,eval_step0150_fbc4e72c.json,0.6526595744680851,"['ViT', 'StudentNet', 'ConfusionHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'cross-entropy loss', 'knowledge distillation', 'label smoothing', 'parameter-efficient fine-tuning']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various techniques such as pseudo-labeling, consistency regularization, and multi-view augmentation to enhance learning from both labeled and unlabeled data. The model is trained to improve classification accuracy while leveraging Gaussian processes for uncertainty estimation and a confusion head for refining predictions.",True,False,12740,162,12902,0.0147268,DINOv2 only,"['consistency regularization', 'cross entropy loss', 'gaussian process', 'label smoothing', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",9
0151_ae5241f2,program_step0151_ae5241f2.py,eval_step0151_ae5241f2.json,0.6531914893617021,"['DINOv2', 'ViT']","['semi-supervised learning', 'multi-prototype modeling', 'pseudo-labeling', 'student distillation', 'Gaussian mixture modeling', 'consistency regularization', 'view agreement', 'shrinkage-LDA', 'feature extraction', 'data augmentation']",10,yes,"This program implements a semi-supervised learning framework that enhances classification performance by utilizing a multi-prototype per class modeling approach. It leverages frozen DINOv2 features for feature extraction, followed by a refined prototype teacher and student distillation. The method incorporates pseudo-labeling and consistency objectives to improve the model's robustness, particularly in texture classification tasks with limited labeled data. The program also introduces a Gaussian mixture model to capture multi-modal class distributions effectively.",True,False,12524,175,12699,0.014546400000000001,DINOv2 only,"['consistency regularization', 'gaussian mixture modeling', 'multi component prototypes', 'multi view augmentation', 'multi view feature extract', 'pseudo-labeling', 'semi-supervised learning', 'shrinkage lda', 'student distillation', 'view agreement']",10
0152_f8c68608,program_step0152_f8c68608.py,eval_step0152_f8c68608.json,0.6547872340425532,"['DINOv2', 'ViT']","['supervised contrastive learning', 'prototype-memory refinement', 'hard-negative correction', 'pseudo-labeling', 'consistency objectives', 'Gaussian mixture modeling', 'compactness regularization', 'multi-view augmentation', 'distillation', 'LDA projection']",10,yes,"The program implements a semi-supervised learning framework that enhances a strong existing pipeline by adding a feature-space supervised contrastive prototype-memory refinement with adaptive hard-negative correction. It leverages labeled and pseudo-labeled samples to improve student embeddings, focusing on fine-grained texture classification. The approach includes various training strategies such as distillation, consistency objectives, and Gaussian modeling to refine the model's performance.",True,False,12399,176,12575,0.0144133,DINOv2 only,"['consistency / multi-view', 'consistency regularization', 'gaussian mixture modeling', 'hard negative correction', 'lda projection', 'multi view augmentation', 'prototype methods', 'pseudo-labeling', 'student distillation', 'supervised contrastive learning']",10
0153_8ca6211a,program_step0153_8ca6211a.py,eval_step0153_8ca6211a.json,0.6446808510638298,"['ViT', 'DINOv2']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'label smoothing', 'knowledge distillation', 'Gaussian mixture modeling', 'sparse coding', 'memory bank retrieval']",9,yes,"The program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone with DINOv2 features. It employs various strategies such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance model performance on labeled and unlabeled data. The framework also incorporates multi-view augmentations and a sparse coding approach for improved feature representation. Additionally, it utilizes a memory bank for retrieval-based predictions.",True,False,12027,175,12202,0.0139997,DINOv2 only,"['consistency regularization', 'gaussian mixture modeling', 'label smoothing', 'memory bank retrieval', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'sparse coding', 'student distillation']",9
0154_7639de9f,program_step0154_7639de9f.py,eval_step0154_7639de9f.json,0.651595744680851,"['ViT', 'StudentNet', 'ConfusionHead']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'cross-entropy loss', 'knowledge distillation', 'confusion matrix correction']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student-teacher model architecture. It employs various training strategies including pseudo-labeling, consistency regularization, and knowledge distillation to enhance performance on labeled and unlabeled data. The model is designed to handle multi-view augmentations and incorporates a confusion head for improved predictions. The overall goal is to effectively leverage both labeled and unlabeled data for classification tasks.",True,False,11589,169,11758,0.013491500000000002,DINOv2 only,"['confusion matrix correction', 'consistency regularization', 'cross entropy loss', 'gaussian process', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",8
0155_a61debec,program_step0155_a61debec.py,eval_step0155_a61debec.json,0.6462765957446809,"['DINOv2', 'ViT']","['supervised contrastive learning', 'pseudo-labeling', 'consistency regularization', 'hard-negative calibration', 'Gaussian head fitting', 'view agreement', 'shrinkage-LDA', 'student distillation']",8,yes,"The program implements a semi-supervised learning framework that enhances a strong pipeline using a supervised contrastive prototype-margin training stage. It leverages frozen DINOv2 features and incorporates a prototype-aware contrastive objective to improve student embedding geometry. The method includes pseudo-labeling of unlabeled samples, consistency objectives, and a hard-negative calibration layer to refine predictions. The approach aims to reduce fine-grained confusion between similar classes while maintaining data efficiency.",True,False,12567,165,12732,0.014549700000000002,DINOv2 only,"['consistency regularization', 'gaussian head', 'hard negative correction', 'pseudo-labeling', 'shrinkage lda', 'student distillation', 'supervised contrastive learning', 'view agreement']",8
0156_200a8a3f,program_step0156_200a8a3f.py,eval_step0156_200a8a3f.json,0.6553191489361702,"['DINOv2', 'ViT']","['class-conditional optimal-transport label denoising', 'pseudo-labeling', 'student distillation', 'graph posterior blending', 'cosine/Gaussian/retrieval inference', 'multi-view augmentation', 'shrinkage-LDA projection', 'entropic transport refinement', 'consistency regularization', 'label smoothing']",10,yes,"The program implements a semi-supervised learning framework for texture recognition using a class-conditional optimal-transport label denoising method on pseudo-labels. It leverages a frozen DINOv2 backbone for feature extraction and employs a student-teacher paradigm for distillation. The approach includes multi-view augmentations and a refined prototype teacher to improve the quality of pseudo-labels, ultimately enhancing model performance on a balanced dataset with limited labeled samples.",True,False,10996,201,11197,0.012980000000000002,DINOv2 only,"['class conditional optimal transport label denoising', 'consistency regularization', 'cosine gaussian retrieval inference', 'entropic optimal transport', 'graph posterior blending', 'label smoothing', 'multi view augmentation', 'pseudo-labeling', 'shrinkage lda', 'student distillation']",10
0157_a0e38393,program_step0157_a0e38393.py,eval_step0157_a0e38393.json,0.6510638297872341,"['ViT', 'StudentNet', 'RouterNet', 'ExpertNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process posterior', 'cross-view agreement', 'hierarchical routing', 'expert networks', 'knowledge distillation']",9,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a combination of pseudo-labeling, consistency regularization, and multi-view augmentation to enhance model performance on labeled and unlabeled data. The architecture includes a student network for feature extraction, a router for hierarchical classification, and expert networks for specialized class handling. The approach also integrates Gaussian processes for uncertainty estimation and cross-view agreement to improve predictions.",True,False,13639,185,13824,0.015816900000000002,DINOv2 only,"['consistency regularization', 'expert networks', 'gaussian process', 'hierarchical routing', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation', 'view agreement']",9
0158_c658be81,program_step0158_c658be81.py,eval_step0158_c658be81.json,0.648936170212766,"['DINOv2', 'ViT']","['CRF head', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'Gaussian head', 'transition matrix', 'student distillation']",7,yes,The program implements a semi-supervised learning framework that enhances a strong classification pipeline by adding a prototype-to-prototype transition CRF head. It leverages DINOv2 features and employs a novel class-transition matrix to refine predictions based on neighborhood statistics. The method focuses on improving classification accuracy by addressing structured ambiguities in texture classes while maintaining efficiency through a lightweight training process.,True,False,11692,140,11832,0.0134772,DINOv2 only,"['consistency / multi-view', 'crf head', 'gaussian head', 'multi view training', 'pseudo-labeling', 'student distillation', 'transition matrix']",7
0160_b72c1bf7,program_step0160_b72c1bf7.py,eval_step0160_b72c1bf7.json,0.652127659574468,"['ViT', 'StudentNet', 'AnchorRefiner']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'contrastive learning', 'parameter-efficient fine-tuning']",8,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone. It employs a student-teacher model with pseudo-labeling and consistency objectives to enhance learning from both labeled and unlabeled data. The architecture includes a StudentNet for feature extraction and an AnchorRefiner for refining embeddings. The training process incorporates various strategies such as knowledge distillation, Gaussian processes, and multi-view augmentations to improve classification performance.",True,False,12065,177,12242,0.0140503,DINOv2 only,"['consistency regularization', 'gaussian process', 'multi view augmentation', 'parameter efficient finetuning', 'pseudo-labeling', 'semi-supervised learning', 'student distillation', 'supervised contrastive learning']",8
0161_8f6e3785,program_step0161_8f6e3785.py,eval_step0161_8f6e3785.json,0.6462765957446809,"['DINOv2', 'MLP']","['transductive supervised-contrastive', 'pseudo-labeling', 'class-center repulsion', 'density-aware pseudo-support selection', 'shrinkage-LDA', 'contrastive loss', 'KL distillation', 'consistency regularization', 'Gaussian head fitting']",9,yes,"This program implements a semi-supervised learning framework that enhances a frozen-feature pipeline using a transductive supervised-contrastive memory training stage. It introduces class-center repulsion and density-aware pseudo-support selection to improve the training of a compact student network. The approach leverages DINOv2 features and employs various training strategies, including pseudo-labeling and contrastive objectives, to efficiently learn from limited labeled data.",True,False,10848,170,11018,0.0126808,DINOv2 only,"['class center repulsion', 'consistency regularization', 'density aware pseudo support selection', 'gaussian head', 'prototype contrastive loss', 'pseudo-labeling', 'shrinkage lda', 'student distillation', 'transductive supervised contrastive']",9
0162_a1eb7db3,program_step0162_a1eb7db3.py,eval_step0162_a1eb7db3.json,0.649468085106383,"['DINOv2', 'ViT']","['prototype-to-prototype optimal-transport smoothing', 'semi-supervised learning', 'pseudo-labeling', 'consistency objectives', 'Gaussian head', 'multi-view training', 'shrinkage-LDA', 'class affinity matrix', 'entropic row normalization', 'fused logits', 'memory bank', 'transport smoothing']",12,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 feature extractor with a prototype-to-prototype optimal-transport smoothing head. It focuses on structured confusion between classes at the prototype level, leveraging class affinities and transport plans to improve predictions. The training pipeline includes multi-view data augmentation, pseudo-labeling, and consistency objectives to refine the model's performance on a limited number of labeled samples.",True,False,11123,183,11306,0.0130405,DINOv2 only,"['class affinity matrix', 'consistency / multi-view', 'feature normalization', 'fused logits', 'gaussian head', 'memory bank', 'multi view training', 'prototype to prototype optimal transport smoothing', 'pseudo-labeling', 'semi-supervised learning', 'shrinkage lda', 'transport smoothing']",12
0163_2946d039,program_step0163_2946d039.py,eval_step0163_2946d039.json,0.6531914893617021,"['DINOv2', 'StudentNet']","['soft-label manifold coding', 'RBF memory head', 'student distillation', 'graph posterior blending', 'shrinkage-LDA', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head fitting', 'anchor bank construction']",10,yes,"This program implements a novel extension to a semi-supervised learning pipeline by introducing a semantic soft-label manifold coding with a class-specific radial basis function (RBF) memory head. It leverages frozen DINOv2 features and employs a student-teacher framework for distillation, while maintaining a strong core pipeline. The method enhances the model's ability to handle multimodal classes and improves robustness against pseudo-label noise through the use of nonparametric class evidence models and anchor points.",True,False,12535,182,12717,0.014589300000000001,DINOv2 only,"['anchor bank construction', 'consistency / multi-view', 'gaussian head', 'graph posterior blending', 'multi view augmentation', 'pseudo-labeling', 'rbf memory head', 'shrinkage lda', 'soft label manifold coding', 'student distillation']",10
0164_c910cd6f,program_step0164_c910cd6f.py,eval_step0164_c910cd6f.json,0.6457446808510638,"['DINOv2', 'MLP', 'ExpertNet']","['shrinkage-LDA', 'pseudo-labeling', 'consistency objectives', 'multi-view training', 'hard-negative mining', 'Gaussian head', 'memory bank', 'view agreement', 'distillation']",9,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a hard-negative margin calibration mechanism. It focuses on refining class predictions by training specialized experts for confusable class neighborhoods, leveraging both labeled and pseudo-labeled data. The approach incorporates various techniques such as shrinkage-LDA for feature projection, consistency objectives for multi-view agreement, and a Gaussian head for uncertainty modeling. The final model is designed to improve classification accuracy in challenging scenarios with fine-grained class confusions.",True,False,12676,181,12857,0.01474,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'memory bank', 'multi view training', 'negative debiasing', 'pseudo-labeling', 'shrinkage lda', 'student distillation', 'view agreement']",9
0165_6eeb6ea3,program_step0165_6eeb6ea3.py,eval_step0165_6eeb6ea3.json,0.6542553191489362,"['DINOv2', 'ViT']","['prototype-to-prototype graph smoothing', 'instance-to-prototype attention fusion', 'student distillation', 'pseudo-labeling', 'consistency objectives', 'multi-view augmentation', 'Gaussian head fitting']",7,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline with a novel prototype-to-prototype graph smoothing technique. It focuses on refining class-level prototypes through instance-to-prototype attention fusion, allowing for better handling of fine-grained texture ambiguities. The approach combines labeled and unlabeled data, utilizing student distillation and pseudo-labeling to improve classification accuracy while maintaining low computational costs.",True,False,11160,154,11314,0.012953600000000001,DINOv2 only,"['consistency / multi-view', 'gaussian head', 'instance to prototype attention fusion', 'multi view augmentation', 'prototype to prototype optimal transport smoothing', 'pseudo-labeling', 'student distillation']",7
0166_4eb0ec16,program_step0166_4eb0ec16.py,eval_step0166_4eb0ec16.json,0.648936170212766,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'Gaussian process', 'class transition diffusion', 'knowledge distillation']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency regularization, and Gaussian processes to enhance learning from both labeled and unlabeled data. The model is trained with multi-view augmentations and incorporates class transition diffusion to improve predictions. The program is designed to efficiently utilize limited labeled data while leveraging a larger pool of unlabeled samples.",True,False,12091,159,12250,0.0139997,DINOv2 only,"['class transition diffusion', 'consistency regularization', 'gaussian process', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0167_70e8f36c,program_step0167_70e8f36c.py,eval_step0167_70e8f36c.json,0.6510638297872341,"['DINOv2', 'ViT']","['multi-prototype class modeling', 'entropic optimal-transport', 'pseudo-labeling', 'mixture-of-prototypes head', 'consistency objectives', 'shrinkage-LDA', 'Gaussian head', 'memory bank', 'view agreement', 'EM-like refinement']",10,yes,"This program implements a novel semi-supervised learning approach that enhances a frozen-feature pipeline by introducing multi-prototype class modeling with entropic optimal-transport for pseudo-support discovery. It utilizes a DINOv2 feature extractor and employs a mixture-of-prototypes head to capture multimodal distributions within classes. The method focuses on data efficiency, particularly in scenarios with limited labeled data, by leveraging unlabeled samples to improve classification performance.",True,False,12635,173,12808,0.014659700000000001,DINOv2 only,"['consistency / multi-view', 'entropic optimal transport', 'gaussian em', 'gaussian head', 'memory bank', 'mixture of prototypes', 'multi component prototypes', 'pseudo-labeling', 'shrinkage lda', 'view agreement']",10
0169_f36cd0d0,program_step0169_f36cd0d0.py,eval_step0169_f36cd0d0.json,0.6484042553191489,"['ViT', 'StudentNet']","['semi-supervised learning', 'pseudo-labeling', 'consistency regularization', 'multi-view augmentation', 'knowledge distillation', 'Gaussian process', 'component atlas']",7,yes,"This program implements a semi-supervised learning framework using a Vision Transformer (ViT) backbone and a student network for classification tasks. It employs various techniques such as pseudo-labeling, consistency regularization, and knowledge distillation to enhance model performance with limited labeled data. The framework also incorporates multi-view augmentations and Gaussian processes to improve the robustness of predictions. Additionally, it utilizes a component atlas for better representation of class distributions.",True,False,12330,151,12481,0.014227400000000003,DINOv2 only,"['component atlas', 'consistency regularization', 'gaussian process', 'multi view augmentation', 'pseudo-labeling', 'semi-supervised learning', 'student distillation']",7
0170_35083d22,program_step0170_35083d22.py,eval_step0170_35083d22.json,0.6510638297872341,"['DINOv2', 'ViT']","['semi-supervised learning', 'student distillation', 'pseudo-labeling', 'consistency objectives', 'multi-prototype atlas head', 'reliability-gated fusion', 'shrinkage-LDA', 'Gaussian mixture modeling', 'memory bank retrieval']",9,yes,"The program implements a semi-supervised learning framework that enhances a frozen DINOv2 backbone with a class-specific multi-prototype atlas head. It focuses on addressing multi-modal texture classes by estimating local modes from labeled and reliable pseudo-labeled samples. The training strategy includes student distillation, pseudo-labeling, and consistency objectives, while also incorporating a reliability-gated fusion mechanism to improve predictions. The approach aims to maintain strong performance on fine-grained classification tasks by leveraging both global and local class representations.",True,False,12854,186,13040,0.014957800000000002,DINOv2 only,"['consistency / multi-view', 'gaussian mixture modeling', 'memory bank retrieval', 'multi prototype atlas head', 'pseudo-labeling', 'reliability gated fusion', 'semi-supervised learning', 'shrinkage lda', 'student distillation']",9
0171_412568c7,program_step0171_412568c7.py,eval_step0171_412568c7.json,0.6468085106382979,"['DINOv2', 'ViT']","['frozen features', 'pseudo-labeling', 'student distillation', 'multi-center class logits', 'uncertainty gating', 'Gaussian mixture modeling', 'view agreement', 'consistency regularization', 'LDA projection', 'memory bank retrieval']",10,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline with a prototype-atlas multi-center head. It addresses the challenge of multi-modal texture classes by creating multiple class centers per class and fusing their contributions with a global classifier using an uncertainty gate. The approach leverages pseudo-labeling, student distillation, and Gaussian mixture modeling to improve classification performance on ambiguous samples.",True,False,13016,163,13179,0.015034800000000001,DINOv2 only,"['class wise multi center clustering', 'consistency regularization', 'frozen features', 'gaussian mixture modeling', 'lda projection', 'memory bank retrieval', 'pseudo-labeling', 'student distillation', 'uncertainty gating', 'view agreement']",10
0172_74048fc3,program_step0172_74048fc3.py,eval_step0172_74048fc3.json,0.6473404255319148,"['DINOv2', 'ViT']","['frozen features', 'pseudo-labeling', 'consistency objectives', 'multi-center class atlases', 'query-adaptive mixture scoring', 'Gaussian head', 'memory bank', 'fused logits']",8,yes,"The program implements a semi-supervised learning framework that enhances a frozen-feature pipeline with multi-center class atlases and query-adaptive mixture scoring. It utilizes DINOv2 features and incorporates pseudo-labeling and consistency objectives to leverage unlabeled data effectively. The approach aims to model multi-modal texture categories by fitting local centers for each class, improving classification accuracy with limited labeled samples.",True,False,12630,150,12780,0.014553000000000003,DINOv2 only,"['consistency / multi-view', 'frozen features', 'fused logits', 'gaussian head', 'memory bank', 'multi center class atlases', 'pseudo-labeling', 'query adaptive mixture scoring']",8
